Customer_ID,Age,Gender,Marital_Status,Dependents,Education,Employment_Status,Annual_Income,Loan_Amount,Loan_Term,Credit_History,Property_Area,Existing_Loan,Debt_to_Income_Ratio,Late_Payments,Loan_Default
CUST2286,21,Female,Single,1,Not Graduate,Unemployed,853077,51980,36,1.0,Semiurban,1,0.56,1,1
CUST2287,56,Male,Single,3,Graduate,Employed,1270323,214379,60,1.0,Rural,0,0.25,0,0
CUST2288,46,Male,Widowed,2,Graduate,Self-employed,977939,138966,24,1.0,Urban,0,0.52,0,1
CUST2289,49,Male,Widowed,2,Not Graduate,Unemployed,419842,470991,72,1.0,Semiurban,1,0.39,0,1
CUST2290,41,Male,Married,2,Not Graduate,Employed,378445,483245,36,0.0,Urban,0,0.47,0,1
CUST2291,31,Female,Single,3,Not Graduate,Unemployed,1259858,304435,48,1.0,Rural,1,0.13,0,1
CUST2292,60,Male,Divorced,0,Not Graduate,Employed,1311649,91988,24,1.0,Urban,1,0.63,0,1
CUST2293,31,Male,Single,2,Not Graduate,Employed,878403,498668,72,N/A,Rural,1,0.25,1,0
CUST2294,56,Female,Widowed,2,Not Graduate,Self-employed,442720,444902,48,1.0,Urban,1,0.5,2,0
CUST2295,59,Female,Widowed,0,Not Graduate,Employed,515044,303880,48,1.0,Urban,0,0.58,0,1
CUST2296,60,Male,Married,3,Not Graduate,Employed,1284076,451312,72,0.0,Rural,1,0.42,0,1
CUST2297,55,Male,Married,0,Graduate,Employed,368560,158336,48,1.0,Semiurban,0,0.3,2,0
CUST2298,54,Female,Single,0,Not Graduate,Self-employed,529649,435718,60,1.0,Rural,1,0.69,1,1
CUST2299,44,Female,Married,0,Not Graduate,Employed,487604,428521,36,1.0,Semiurban,1,0.27,1,0
CUST2300,42,Female,Divorced,0,Graduate,Employed,212155,335811,36,1.0,Semiurban,0,0.67,2,1
CUST2301,25,Male,Divorced,3,Graduate,Employed,1129374,573931,12,1.0,Semiurban,0,0.19,2,0
CUST2302,53,Male,Married,3,Graduate,Unemployed,577150,126206,24,1.0,Semiurban,1,0.33,1,1
CUST2303,56,Male,Divorced,0,Graduate,Self-employed,859077,525098,48,1.0,Rural,0,0.18,2,0
CUST2304,40,Female,Divorced,1,Not Graduate,Unemployed,1237683,148941,24,1.0,Rural,0,0.1,3,1
CUST2305,39,Female,Single,1,Not Graduate,Self-employed,577282,352891,36,0.0,Semiurban,0,0.26,0,1
CUST2306,55,Female,Divorced,1,Graduate,Self-employed,344499,371893,36,0.0,Semiurban,1,0.15,1,1
CUST2307,63,Male,Widowed,1,Graduate,Unemployed,264442,173569,48,0.0,Semiurban,1,0.69,0,1
CUST2308,37,Female,Widowed,2,Not Graduate,Self-employed,627924,530686,60,0.0,Semiurban,1,0.56,1,1
CUST2309,63,Male,Single,3,Not Graduate,Self-employed,1087103,58903,72,1.0,Semiurban,0,0.1,0,0
CUST2310,54,Female,Married,3,Not Graduate,Unemployed,1227236,369926,48,0.0,Semiurban,1,0.23,3,1
CUST2311,29,Male,Single,0,Not Graduate,Employed,394644,127261,48,1.0,Urban,1,0.5,0,0
CUST2312,46,Male,Married,2,Graduate,Self-employed,1003063,131604,12,1.0,Semiurban,0,0.34,2,0
CUST2313,22,Female,Married,0,Not Graduate,Unemployed,744175,75443,72,1.0,Urban,1,0.6,1,1
CUST2314,29,Male,Married,0,Graduate,Self-employed,1346508,493856,60,1.0,Rural,1,0.4,1,0
CUST2315,29,Female,Married,3,Graduate,Unemployed,782275,165155,24,0.0,Rural,1,0.49,1,1
CUST2316,60,Male,Married,2,Graduate,Employed,904990,180560,72,1.0,Semiurban,0,0.46,0,0
CUST2317,37,Female,Single,1,Not Graduate,Self-employed,933551,547103,60,1.0,Rural,0,0.48,1,0
CUST2318,21,Female,Married,3,Graduate,Employed,961632,210620,48,1.0,Rural,1,0.24,1,0
CUST2319,45,Male,Divorced,2,Not Graduate,Employed,876196,258721,48,1.0,Semiurban,1,0.32,1,0
CUST2320,63,Female,Divorced,2,Graduate,Unemployed,968407,399969,48,0.0,Rural,0,0.13,2,1
CUST2321,60,Male,Married,3,Not Graduate,Self-employed,431602,199232,48,N/A,Rural,0,0.45,0,0
CUST2322,62,Female,Divorced,3,Graduate,Self-employed,506600,489421,48,1.0,Semiurban,0,0.38,4,1
CUST2323,45,Female,Widowed,0,Graduate,Self-employed,1416028,374424,72,1.0,Semiurban,1,0.56,2,1
CUST2324,59,Female,Single,0,Not Graduate,Self-employed,1368826,528061,72,1.0,Semiurban,1,0.22,3,1
CUST2325,55,Female,Single,0,Not Graduate,Self-employed,701554,348996,72,0.0,Urban,0,0.36,0,1
CUST2326,23,Male,Married,1,Graduate,Unemployed,998001,357165,60,1.0,Semiurban,0,0.21,1,1
CUST2327,57,Female,Married,3,Graduate,Self-employed,587438,56195,48,0.0,Rural,1,0.47,1,1
CUST2328,64,Female,Widowed,2,Not Graduate,Employed,954723,467502,36,1.0,Semiurban,0,0.61,1,1
CUST2329,64,Male,Married,3,Graduate,Employed,1148686,127674,72,0.0,Urban,1,0.56,1,1
CUST2330,50,Male,Divorced,2,Not Graduate,Self-employed,709548,568412,36,1.0,Rural,0,0.67,0,1
CUST2331,58,Male,Widowed,1,Not Graduate,Unemployed,1196155,338863,12,1.0,Urban,1,0.68,1,1
CUST2332,54,Male,Divorced,3,Graduate,Unemployed,352721,590480,24,1.0,Rural,0,0.56,1,1
CUST2333,32,Male,Single,2,Not Graduate,Self-employed,1070163,121812,72,0.0,Semiurban,1,0.27,0,1
CUST2334,39,Male,Divorced,2,Graduate,Employed,1082564,77551,36,0.0,Urban,0,0.23,2,1
CUST2335,57,Female,Single,0,Not Graduate,Self-employed,300497,170920,12,1.0,Semiurban,1,0.37,0,0
CUST2336,64,Male,Divorced,1,Not Graduate,Self-employed,314432,111444,60,1.0,Rural,1,0.7,0,1
CUST2337,37,Female,Single,3,Graduate,Self-employed,1403474,325798,24,0.0,Semiurban,1,0.35,0,1
CUST2338,30,Male,Married,0,Not Graduate,Unemployed,1404377,50203,48,0.0,Semiurban,0,0.22,0,1
CUST2339,32,Female,Divorced,1,Graduate,Unemployed,1121372,384294,72,1.0,Rural,1,0.67,2,1
CUST2340,36,Female,Single,0,Not Graduate,Employed,1289850,439956,72,1.0,Urban,1,0.33,3,1
CUST2341,44,Female,Divorced,3,Not Graduate,Employed,1287294,230286,48,1.0,Rural,1,0.51,3,1
CUST2342,39,Male,Widowed,2,Not Graduate,Self-employed,765970,510331,60,0.0,Rural,0,0.57,0,1
CUST2343,28,Male,Married,3,Not Graduate,Employed,1279229,238955,24,1.0,Semiurban,0,0.61,2,1
CUST2344,51,Male,Single,1,Graduate,Self-employed,345213,496661,72,1.0,Rural,0,0.59,1,1
CUST2345,41,Male,Widowed,3,Not Graduate,Employed,1278977,418298,36,1.0,Urban,1,0.6,0,1
CUST2346,37,Female,Divorced,1,Not Graduate,Self-employed,882747,250733,24,1.0,Rural,0,0.5,1,0
CUST2347,43,Male,Widowed,0,Not Graduate,Unemployed,805978,560617,12,1.0,Rural,1,0.34,1,1
CUST2348,57,Female,Divorced,1,Graduate,Self-employed,562757,440206,72,1.0,Semiurban,0,0.5,2,0
CUST2349,36,Female,Married,2,Graduate,Unemployed,636677,371343,60,1.0,Urban,0,0.6,0,1
CUST2350,26,Male,Widowed,2,Graduate,Unemployed,506437,66119,36,0.0,Semiurban,0,0.31,0,1
CUST2351,28,Male,Married,2,Graduate,Employed,999848,336161,24,0.0,Semiurban,1,0.28,3,1
CUST2352,45,Male,Single,0,Not Graduate,Employed,553079,229852,24,1.0,Urban,1,0.31,1,0
CUST2353,38,Female,Divorced,1,Not Graduate,Unemployed,470504,207276,36,1.0,Urban,0,0.43,0,1
CUST2354,45,Male,Divorced,0,Not Graduate,Self-employed,240721,462778,12,1.0,Rural,0,0.13,0,0
CUST2355,32,Female,Married,3,Graduate,Self-employed,1022501,306599,12,0.0,Urban,1,0.57,0,1
CUST2356,35,Male,Married,3,Graduate,Employed,211227,71497,24,0.0,Semiurban,1,0.18,1,1
CUST2357,46,Female,Single,3,Not Graduate,Self-employed,1288163,315516,48,1.0,Urban,1,0.18,0,0
CUST2358,61,Male,Widowed,3,Not Graduate,Self-employed,786008,364072,36,0.0,Urban,1,0.22,0,1
CUST2359,46,Male,Divorced,2,Not Graduate,Self-employed,538172,67197,72,1.0,Urban,0,0.45,4,1
CUST2360,52,Female,Divorced,1,Graduate,Unemployed,515795,149456,12,1.0,Semiurban,0,0.27,1,1
CUST2361,30,Male,Single,2,Not Graduate,Unemployed,513476,236056,72,1.0,Rural,0,0.32,1,1
CUST2362,36,Male,Single,1,Not Graduate,Self-employed,399953,568851,12,0.0,Rural,1,0.66,1,1
CUST2363,27,Male,Married,1,Graduate,Employed,1457550,328795,12,1.0,Semiurban,1,0.61,1,1
CUST2364,37,Male,Married,0,Graduate,Self-employed,848226,577100,60,N/A,Rural,0,0.61,0,1
CUST2365,43,Male,Widowed,3,Not Graduate,Employed,841518,145981,72,0.0,Rural,0,0.45,1,1
CUST2366,46,Male,Single,1,Graduate,Unemployed,1188480,292248,48,1.0,Semiurban,0,0.62,1,1
CUST2367,41,Male,Widowed,3,Not Graduate,Self-employed,1342334,318706,12,1.0,Semiurban,0,0.57,0,1
CUST2368,42,Female,Single,3,Not Graduate,Self-employed,1043732,515765,48,1.0,Rural,0,0.67,2,1
CUST2369,27,Female,Divorced,3,Not Graduate,Employed,1013383,572082,24,0.0,Urban,1,0.14,2,1
CUST2370,34,Male,Single,2,Not Graduate,Employed,1222918,382857,24,1.0,Rural,0,0.12,0,0
CUST2371,35,Male,Single,3,Graduate,Self-employed,1267697,230607,60,1.0,Urban,1,0.21,2,0
CUST2372,27,Male,Divorced,1,Graduate,Self-employed,546495,504516,48,0.0,Semiurban,1,0.66,0,1
CUST2373,29,Female,Single,2,Graduate,Employed,512683,429682,36,0.0,Urban,1,0.46,0,1
CUST2374,28,Female,Widowed,3,Not Graduate,Unemployed,703015,146765,60,1.0,Urban,0,0.36,0,1
CUST2375,43,Male,Married,0,Not Graduate,Employed,885671,537853,12,0.0,Urban,1,0.41,0,1
CUST2376,49,Female,Married,3,Not Graduate,Self-employed,897757,138641,24,1.0,Semiurban,0,0.6,3,1
CUST2377,38,Male,Widowed,3,Graduate,Unemployed,1277794,270075,24,1.0,Rural,0,0.66,0,1
CUST2378,51,Male,Divorced,2,Graduate,Unemployed,1242113,330361,36,1.0,Rural,1,0.54,0,1
CUST2379,50,Male,Single,1,Not Graduate,Unemployed,1198573,146844,60,0.0,Urban,0,0.56,1,1
CUST2380,59,Male,Widowed,3,Graduate,Unemployed,1169095,190061,48,1.0,Rural,1,0.29,0,1
CUST2381,55,Female,Married,2,Graduate,Self-employed,899493,237922,24,1.0,Semiurban,0,0.38,0,0
CUST2382,38,Female,Married,2,Graduate,Unemployed,1031299,572005,12,1.0,Semiurban,0,0.63,2,1
CUST2383,62,Male,Widowed,1,Graduate,Employed,1249892,565904,36,N/A,Semiurban,1,0.57,2,1
CUST2384,59,Female,Married,2,Not Graduate,Employed,237972,231514,36,1.0,Semiurban,1,0.51,0,1
CUST2385,37,Female,Widowed,1,Graduate,Employed,1073356,385641,72,1.0,Rural,0,0.14,1,0
CUST2386,34,Male,Married,0,Not Graduate,Self-employed,1196552,319330,36,1.0,Urban,1,0.12,1,0
CUST2387,51,Female,Widowed,3,Graduate,Unemployed,921580,450722,12,1.0,Urban,1,0.18,1,1
CUST2388,44,Male,Single,2,Not Graduate,Employed,554844,484242,36,1.0,Urban,0,0.45,2,0
CUST2389,55,Male,Single,0,Not Graduate,Employed,1377655,230023,48,0.0,Semiurban,1,0.42,0,1
CUST2390,64,Male,Single,2,Graduate,Employed,1456919,242407,72,1.0,Rural,1,0.67,0,1
CUST2391,54,Male,Single,2,Not Graduate,Unemployed,1481039,143133,48,N/A,Rural,0,0.52,2,1
CUST2392,23,Female,Married,0,Not Graduate,Employed,1422283,122306,60,1.0,Rural,1,0.28,2,0
CUST2393,57,Male,Divorced,2,Graduate,Unemployed,906625,206226,60,1.0,Rural,0,0.2,1,1
CUST2394,63,Female,Widowed,2,Not Graduate,Unemployed,1429757,139854,48,1.0,Rural,1,0.61,1,1
CUST2395,60,Male,Divorced,0,Graduate,Unemployed,379869,493973,12,1.0,Rural,0,0.38,3,1
CUST2396,46,Male,Married,2,Not Graduate,Self-employed,877772,221827,72,0.0,Urban,1,0.49,3,1
CUST2397,43,Female,Married,1,Graduate,Self-employed,713604,474574,60,1.0,Semiurban,0,0.44,3,1
CUST2398,64,Male,Divorced,2,Graduate,Unemployed,589821,269046,36,1.0,Urban,0,0.16,1,1
CUST2399,59,Female,Divorced,3,Graduate,Unemployed,870181,437002,48,1.0,Rural,0,0.13,0,1
CUST2400,35,Female,Married,2,Graduate,Self-employed,535262,536208,24,1.0,Semiurban,1,0.33,0,0
CUST2401,24,Male,Married,3,Graduate,Self-employed,1323124,597919,12,1.0,Semiurban,0,0.32,2,0
CUST2402,49,Male,Widowed,3,Not Graduate,Unemployed,364727,317951,12,1.0,Semiurban,0,0.5,5,1
CUST2403,42,Male,Single,2,Not Graduate,Self-employed,304319,523908,48,0.0,Semiurban,1,0.48,1,1
CUST2404,45,Male,Single,0,Graduate,Employed,385648,586196,24,1.0,Rural,0,0.68,2,1
CUST2405,33,Male,Widowed,1,Not Graduate,Unemployed,280066,80432,12,1.0,Rural,0,0.61,1,1
CUST2406,38,Male,Divorced,1,Not Graduate,Unemployed,1169740,150458,72,1.0,Semiurban,0,0.4,0,1
CUST2407,53,Female,Married,2,Not Graduate,Self-employed,446635,457443,60,0.0,Rural,0,0.4,0,1
CUST2408,36,Female,Divorced,0,Graduate,Employed,1031653,523017,72,1.0,Semiurban,1,0.5,1,0
CUST2409,62,Male,Single,0,Graduate,Self-employed,1465564,265796,24,1.0,Rural,1,0.17,2,0
CUST2410,64,Female,Single,1,Not Graduate,Employed,1183596,406245,72,1.0,Semiurban,1,0.7,2,1
CUST2411,22,Female,Divorced,0,Graduate,Employed,1434093,541340,36,1.0,Rural,0,0.41,0,0
CUST2412,55,Male,Single,2,Graduate,Unemployed,292326,278682,60,1.0,Urban,1,0.65,1,1
CUST2413,62,Male,Married,2,Not Graduate,Employed,339972,75790,24,0.0,Urban,0,0.68,0,1
CUST2414,54,Female,Widowed,0,Graduate,Unemployed,433041,532110,48,N/A,Rural,0,0.45,1,1
CUST2415,50,Male,Divorced,2,Graduate,Employed,1262467,474160,12,1.0,Rural,1,0.16,3,1
CUST2416,33,Female,Married,3,Graduate,Unemployed,1095072,459123,60,1.0,Urban,0,0.44,2,1
CUST2417,33,Male,Married,1,Graduate,Employed,1058515,523221,48,1.0,Rural,0,0.46,0,0
CUST2418,38,Female,Single,2,Graduate,Self-employed,1168675,224835,24,0.0,Semiurban,1,0.57,2,1
CUST2419,52,Female,Married,0,Not Graduate,Employed,769027,502790,36,1.0,Rural,1,0.13,0,0
CUST2420,52,Female,Divorced,1,Graduate,Self-employed,1248371,415260,12,0.0,Rural,0,0.38,2,1
CUST2421,55,Female,Married,2,Graduate,Employed,1072231,370114,12,0.0,Urban,0,0.65,1,1
CUST2422,59,Male,Widowed,1,Not Graduate,Employed,415928,459806,60,1.0,Urban,0,0.69,2,1
CUST2423,49,Male,Married,0,Not Graduate,Unemployed,898734,226800,48,1.0,Rural,0,0.21,3,1
CUST2424,49,Female,Married,3,Graduate,Employed,239459,401525,24,1.0,Semiurban,1,0.62,0,1
CUST2425,64,Female,Widowed,3,Not Graduate,Employed,987669,367818,24,1.0,Rural,1,0.19,3,1
CUST2426,36,Male,Married,2,Graduate,Employed,1226117,359911,48,1.0,Semiurban,0,0.6,2,1
CUST2427,64,Male,Married,3,Not Graduate,Self-employed,1237033,165737,12,1.0,Semiurban,1,0.27,3,1
CUST2428,30,Female,Single,2,Graduate,Unemployed,252195,253431,48,1.0,Rural,0,0.68,0,1
CUST2429,50,Female,Divorced,1,Not Graduate,Unemployed,236326,351788,72,0.0,Semiurban,1,0.52,2,1
CUST2430,45,Female,Single,2,Graduate,Employed,336365,561908,24,1.0,Urban,1,0.34,0,0
CUST2431,59,Female,Divorced,2,Not Graduate,Employed,556064,484651,48,1.0,Semiurban,0,0.27,0,0
CUST2432,40,Female,Widowed,2,Graduate,Self-employed,1082961,451272,12,0.0,Semiurban,1,0.24,1,1
CUST2433,25,Male,Widowed,3,Graduate,Employed,873589,268299,60,1.0,Semiurban,0,0.51,0,1
CUST2434,21,Female,Widowed,2,Graduate,Unemployed,518862,549256,72,1.0,Urban,1,0.64,1,1
CUST2435,50,Male,Divorced,0,Not Graduate,Unemployed,705818,136549,12,1.0,Urban,1,0.55,1,1
CUST2436,23,Male,Divorced,2,Not Graduate,Self-employed,773903,478729,36,1.0,Rural,0,0.6,2,1
CUST2437,34,Male,Divorced,1,Graduate,Self-employed,1319872,532159,36,1.0,Semiurban,1,0.57,1,1
CUST2438,50,Female,Widowed,0,Graduate,Unemployed,1059228,336804,48,N/A,Urban,1,0.69,3,1
CUST2439,24,Male,Divorced,1,Graduate,Self-employed,1216258,52639,12,0.0,Semiurban,0,0.55,0,1
CUST2440,38,Male,Married,1,Graduate,Employed,443083,322766,12,1.0,Semiurban,1,0.23,1,0
CUST2441,57,Male,Single,1,Not Graduate,Employed,1119419,168192,24,N/A,Rural,1,0.57,1,1
CUST2442,45,Male,Widowed,0,Not Graduate,Self-employed,536795,330952,60,0.0,Semiurban,0,0.29,0,1
CUST2443,21,Female,Single,0,Not Graduate,Unemployed,207076,498852,72,1.0,Urban,0,0.7,0,1
CUST2444,35,Female,Married,3,Graduate,Self-employed,1040350,514048,12,1.0,Rural,1,0.33,2,0
CUST2445,29,Male,Divorced,0,Graduate,Unemployed,1036960,335095,72,1.0,Rural,1,0.28,0,1
CUST2446,35,Male,Single,2,Not Graduate,Self-employed,579647,247013,48,1.0,Semiurban,0,0.24,1,0
CUST2447,44,Female,Married,1,Not Graduate,Self-employed,266798,297889,24,1.0,Semiurban,0,0.5,5,1
CUST2448,24,Female,Married,3,Not Graduate,Self-employed,209319,226148,72,1.0,Urban,1,0.17,2,0
CUST2449,32,Female,Single,0,Not Graduate,Employed,612525,181469,72,1.0,Semiurban,1,0.67,1,1
CUST2450,57,Male,Widowed,1,Graduate,Employed,389468,588953,72,1.0,Urban,0,0.28,2,0
CUST2451,57,Female,Single,0,Graduate,Unemployed,949656,588848,72,1.0,Semiurban,1,0.28,0,1
CUST2452,63,Male,Widowed,3,Graduate,Self-employed,203468,338520,72,1.0,Urban,1,0.13,3,1
CUST2453,26,Male,Divorced,0,Not Graduate,Employed,1360754,463073,24,1.0,Semiurban,0,0.25,0,0
CUST2454,59,Female,Widowed,0,Graduate,Self-employed,1392299,201382,48,1.0,Rural,1,0.35,4,1
CUST2455,44,Male,Divorced,1,Not Graduate,Unemployed,990841,222469,72,0.0,Urban,1,0.32,1,1
CUST2456,31,Female,Single,2,Not Graduate,Employed,266083,432231,72,1.0,Rural,0,0.26,0,0
CUST2457,33,Male,Divorced,0,Not Graduate,Unemployed,1482843,376997,48,1.0,Rural,1,0.12,1,1
CUST2458,54,Female,Married,3,Not Graduate,Employed,285443,152304,12,1.0,Rural,1,0.28,2,0
CUST2459,45,Male,Divorced,0,Not Graduate,Self-employed,1009858,462264,12,1.0,Rural,0,0.57,0,1
CUST2460,27,Male,Widowed,0,Graduate,Unemployed,1041189,362361,24,1.0,Urban,0,0.36,0,1
CUST2461,24,Female,Widowed,2,Graduate,Employed,345508,530500,24,1.0,Semiurban,0,0.27,1,0
CUST2462,28,Female,Widowed,1,Graduate,Employed,776424,239692,60,1.0,Rural,1,0.28,1,0
CUST2463,40,Female,Divorced,3,Not Graduate,Self-employed,1408610,204957,24,1.0,Semiurban,1,0.43,0,0
CUST2464,49,Female,Widowed,1,Graduate,Unemployed,696988,383975,48,1.0,Urban,1,0.28,0,1
CUST2465,30,Male,Widowed,1,Not Graduate,Unemployed,622504,581391,72,1.0,Semiurban,1,0.48,1,1
CUST2466,63,Female,Married,1,Graduate,Unemployed,1394571,305948,48,1.0,Urban,0,0.69,2,1
CUST2467,54,Female,Divorced,0,Not Graduate,Self-employed,386963,196528,60,1.0,Semiurban,0,0.12,2,0
CUST2468,46,Male,Married,2,Not Graduate,Employed,1053579,330372,36,0.0,Urban,0,0.2,2,1
CUST2469,61,Female,Widowed,0,Graduate,Employed,1083657,312190,36,1.0,Urban,1,0.21,0,0
CUST2470,23,Female,Widowed,3,Not Graduate,Unemployed,1234961,378499,48,1.0,Semiurban,0,0.37,1,1
CUST2471,26,Male,Widowed,2,Graduate,Employed,507357,479791,36,1.0,Rural,1,0.12,1,0
CUST2472,25,Female,Divorced,1,Graduate,Unemployed,298631,444296,36,N/A,Rural,1,0.39,0,1
CUST2473,25,Female,Single,2,Graduate,Self-employed,728104,65930,60,1.0,Semiurban,1,0.66,3,1
CUST2474,43,Female,Widowed,3,Not Graduate,Self-employed,509982,130823,72,1.0,Rural,0,0.11,0,0
CUST2475,29,Female,Widowed,0,Not Graduate,Self-employed,459525,412665,24,1.0,Rural,1,0.32,2,0
CUST2476,55,Female,Widowed,0,Not Graduate,Unemployed,939835,128880,24,1.0,Urban,1,0.56,1,1
CUST2477,40,Female,Widowed,1,Not Graduate,Employed,1313940,268626,36,1.0,Semiurban,0,0.19,3,1
CUST2478,62,Male,Divorced,0,Graduate,Self-employed,606373,222827,12,0.0,Rural,0,0.15,2,1
CUST2479,55,Female,Single,0,Not Graduate,Unemployed,995754,57293,60,1.0,Rural,1,0.48,0,1
CUST2480,38,Male,Single,3,Graduate,Unemployed,965176,110528,72,0.0,Rural,1,0.11,0,1
CUST2481,37,Male,Single,2,Graduate,Self-employed,558100,467572,72,1.0,Semiurban,1,0.58,2,1
CUST2482,44,Male,Widowed,0,Not Graduate,Self-employed,1456919,158885,36,0.0,Rural,0,0.14,0,1
CUST2483,23,Male,Widowed,3,Not Graduate,Self-employed,206732,195771,12,1.0,Rural,0,0.41,2,0
CUST2484,52,Female,Single,3,Graduate,Employed,371825,209506,12,1.0,Rural,0,0.54,0,1
CUST2485,55,Female,Single,1,Not Graduate,Employed,966364,329746,72,0.0,Urban,0,0.25,1,1
CUST2486,58,Female,Widowed,3,Graduate,Unemployed,435430,221858,60,1.0,Semiurban,0,0.16,0,1
CUST2487,33,Male,Widowed,1,Not Graduate,Self-employed,446328,166032,24,0.0,Rural,1,0.21,1,1
CUST2488,45,Female,Married,0,Not Graduate,Self-employed,234422,227996,72,1.0,Urban,1,0.61,0,1
CUST2489,29,Female,Married,1,Graduate,Employed,801252,587669,72,N/A,Semiurban,1,0.52,1,1
CUST2490,24,Female,Married,3,Graduate,Self-employed,1304860,300666,48,1.0,Urban,1,0.22,0,0
CUST2491,34,Male,Single,2,Graduate,Unemployed,852863,340274,12,0.0,Urban,0,0.53,0,1
CUST2492,57,Male,Divorced,2,Not Graduate,Self-employed,924629,230200,48,1.0,Semiurban,0,0.53,1,1
CUST2493,54,Female,Widowed,0,Not Graduate,Employed,632795,134679,48,1.0,Rural,1,0.7,3,1
CUST2494,31,Male,Married,0,Not Graduate,Unemployed,1453526,165458,60,1.0,Rural,1,0.33,0,1
CUST2495,61,Male,Divorced,2,Graduate,Unemployed,538144,181460,72,0.0,Urban,0,0.62,0,1
CUST2496,23,Female,Widowed,1,Graduate,Self-employed,1114691,200878,24,1.0,Semiurban,1,0.37,0,0
CUST2497,48,Male,Divorced,0,Not Graduate,Unemployed,1428162,114333,60,1.0,Semiurban,1,0.64,0,1
CUST2498,49,Male,Single,3,Graduate,Self-employed,210300,160930,12,1.0,Rural,0,0.15,0,0
CUST2499,29,Female,Single,0,Not Graduate,Self-employed,1020995,573940,24,1.0,Urban,1,0.21,3,1
CUST2500,23,Male,Single,1,Graduate,Employed,845515,316996,72,1.0,Rural,0,0.61,1,1
CUST2501,45,Male,Married,0,Not Graduate,Unemployed,1327820,451843,36,0.0,Semiurban,1,0.59,0,1
CUST2502,54,Male,Widowed,3,Not Graduate,Self-employed,590305,412430,24,1.0,Semiurban,1,0.28,0,0
CUST2503,32,Male,Single,3,Not Graduate,Self-employed,216328,163120,60,1.0,Rural,1,0.46,1,0
CUST2504,62,Male,Married,3,Graduate,Self-employed,619870,438841,60,N/A,Rural,0,0.33,0,0
CUST2505,29,Male,Married,1,Graduate,Unemployed,861574,501333,48,1.0,Semiurban,0,0.11,0,1
CUST2506,35,Male,Married,1,Not Graduate,Unemployed,1437388,389838,72,1.0,Urban,0,0.12,1,1
CUST2507,60,Male,Married,3,Not Graduate,Unemployed,1182453,167458,36,1.0,Semiurban,0,0.13,0,1
CUST2508,45,Female,Single,3,Not Graduate,Self-employed,1156417,169614,72,0.0,Urban,0,0.46,1,1
CUST2509,25,Female,Married,1,Not Graduate,Unemployed,1021809,528403,24,1.0,Rural,0,0.27,1,1
CUST2510,31,Female,Single,1,Not Graduate,Self-employed,356806,501698,36,1.0,Rural,1,0.19,1,0
CUST2511,54,Female,Single,1,Not Graduate,Unemployed,552401,470123,72,1.0,Urban,1,0.66,1,1
CUST2512,44,Male,Married,2,Graduate,Unemployed,1175111,399511,48,1.0,Semiurban,1,0.17,2,1
CUST2513,35,Female,Single,1,Graduate,Self-employed,672374,366756,36,0.0,Semiurban,1,0.5,3,1
CUST2514,58,Female,Widowed,3,Graduate,Unemployed,359947,60248,36,1.0,Urban,0,0.64,2,1
CUST2515,28,Male,Widowed,2,Graduate,Self-employed,1303658,139169,24,1.0,Urban,1,0.2,2,0
CUST2516,25,Male,Divorced,1,Not Graduate,Unemployed,747514,57461,36,0.0,Urban,0,0.23,1,1
CUST2517,46,Male,Widowed,3,Not Graduate,Unemployed,1014109,208070,48,1.0,Urban,1,0.44,3,1
CUST2518,38,Male,Single,0,Not Graduate,Unemployed,341370,594158,12,1.0,Semiurban,1,0.41,0,1
CUST2519,26,Male,Single,2,Graduate,Unemployed,823579,587698,12,0.0,Rural,0,0.41,0,1
CUST2520,57,Female,Widowed,3,Graduate,Employed,1050086,137721,60,0.0,Semiurban,0,0.43,0,1
CUST2521,33,Male,Married,0,Not Graduate,Self-employed,878794,69133,12,N/A,Urban,1,0.67,0,1
CUST2522,48,Female,Married,3,Graduate,Employed,305850,84173,24,0.0,Semiurban,0,0.13,0,1
CUST2523,25,Female,Single,1,Graduate,Unemployed,1184766,61179,60,1.0,Urban,0,0.56,0,1
CUST2524,33,Male,Married,1,Not Graduate,Unemployed,1308209,242958,12,0.0,Urban,1,0.24,2,1
CUST2525,37,Female,Divorced,0,Not Graduate,Self-employed,773205,85495,12,1.0,Urban,0,0.32,3,1
CUST2526,60,Female,Divorced,1,Not Graduate,Self-employed,1066236,318631,60,0.0,Urban,0,0.15,0,1
CUST2527,52,Male,Widowed,3,Graduate,Self-employed,1077727,589048,24,0.0,Semiurban,0,0.37,0,1
CUST2528,49,Female,Widowed,0,Not Graduate,Self-employed,1235016,439744,60,1.0,Urban,1,0.58,0,1
CUST2529,23,Female,Married,3,Not Graduate,Unemployed,913962,141975,24,1.0,Semiurban,0,0.16,1,1
CUST2530,60,Female,Single,3,Not Graduate,Self-employed,606980,341547,24,1.0,Semiurban,0,0.27,1,0
CUST2531,54,Male,Widowed,3,Graduate,Employed,1125894,165625,72,0.0,Rural,0,0.32,1,1
CUST2532,60,Male,Divorced,1,Graduate,Self-employed,230172,51755,48,0.0,Semiurban,1,0.16,2,1
CUST2533,47,Male,Widowed,1,Not Graduate,Self-employed,1480407,121352,12,1.0,Rural,1,0.56,0,1
CUST2534,33,Female,Widowed,3,Not Graduate,Employed,827800,526352,72,1.0,Rural,1,0.57,0,1
CUST2535,53,Male,Divorced,2,Graduate,Employed,895902,475832,12,0.0,Rural,0,0.6,0,1
